0 qid:17473 1:0.2222222222222222 2:0.2222222222222222 3:0.0011223344556677889 4:1 5:0.00505050505050505 6:0 7:0 8:0 9:0.0 10:6.90783860884 11:0.09090909090909091 #EaPyMdITiR8
0 qid:421 1:0.05673758865248227 2:0.05673758865248227 3:4.421914788596545e-06 4:1 5:7.793624814901411e-05 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #IAlrDOityMc
0 qid:874 1:0.05673758865248227 2:0.05673758865248227 3:1.0645350416991682e-06 4:1 5:1.876243010994784e-05 6:0 7:0 8:0 9:0.0 10:5.23386217527 11:0.015873015873015872 #IAlrDOityMc
0 qid:7462 1:0.04964539007092199 2:0.04964539007092199 3:2.3164142436973674e-06 4:1 5:4.6659201194475544e-05 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #IAlrDOityMc
0 qid:13520 1:0.04964539007092199 2:0.04964539007092199 3:4.346851420271603e-06 4:1 5:8.755800717975658e-05 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #IAlrDOityMc
0 qid:873 1:0.0425531914893617 2:0.0425531914893617 3:5.917562437680671e-07 4:1 5:1.3906271728549575e-05 6:0 7:0 8:0 9:0.0 10:5.44150154005 11:0.0196078431372549 #IAlrDOityMc
0 qid:2442 1:0.03546099290780142 2:0.03546099290780142 3:1.4881444000084527e-06 4:1 5:4.1965672080238374e-05 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #IAlrDOityMc
0 qid:1850 1:0.03546099290780142 2:0.03546099290780142 3:7.621103139437227e-07 4:1 5:2.149151085321298e-05 6:0 7:0 8:0 9:0.0 10:5.95875805415 11:0.03333333333333333 #IAlrDOityMc
0 qid:8260 1:0.03546099290780142 2:0.03546099290780142 3:1.2328255078501396e-06 4:1 5:3.476567932137394e-05 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #IAlrDOityMc
0 qid:23617 1:0.028368794326241134 2:0.028368794326241134 3:3.3532853813523796e-06 4:1 5:0.00011820330969267139 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #IAlrDOityMc
0 qid:852 1:0.028368794326241134 2:0.028368794326241134 3:3.3421448983578536e-07 4:1 5:1.1781060766711434e-05 6:0 7:0 8:0 9:0.0 10:5.60855562471 11:0.023255813953488372 #IAlrDOityMc
0 qid:1157 1:0.02127659574468085 2:0.02127659574468085 3:1.1625411568633058e-07 4:1 5:5.463943437257537e-06 6:0 7:0 8:0 9:0.0 10:5.29840069641 11:0.01694915254237288 #IAlrDOityMc
0 qid:12936 1:0.02127659574468085 2:0.02127659574468085 3:5.98800960955782e-07 4:1 5:2.814364516492176e-05 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #IAlrDOityMc
0 qid:5396 1:0.02127659574468085 2:0.02127659574468085 3:1.3236652821127814e-06 4:1 5:6.221226825930073e-05 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #IAlrDOityMc
0 qid:25018 1:0.02127659574468085 2:0.02127659574468085 3:2.514964036014285e-06 4:1 5:0.0001182033096926714 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #IAlrDOityMc
0 qid:1854 1:0.02127659574468085 2:0.02127659574468085 3:4.4910072071683655e-07 4:1 5:2.110773387369132e-05 6:0 7:0 8:0 9:0.0 10:6.30170280527 11:0.047619047619047616 #IAlrDOityMc
0 qid:4292 1:0.02127659574468085 2:0.02127659574468085 3:6.827956658862312e-07 4:1 5:3.209139629665287e-05 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #IAlrDOityMc
0 qid:1509 1:0.02127659574468085 2:0.02127659574468085 3:9.014208014388119e-08 4:1 5:4.236677766762416e-06 6:0 7:0 8:0 9:0.0 10:4.84945047636 11:0.010752688172043012 #IAlrDOityMc
0 qid:4622 1:0.014184397163120567 2:0.014184397163120567 3:1.1724774060672655e-07 4:1 5:8.265965712774223e-06 6:0 7:0 8:0 9:0.0 10:6.2572510427 11:0.045454545454545456 #IAlrDOityMc
0 qid:13598 1:0.014184397163120567 2:0.014184397163120567 3:1.9345877200109886e-06 4:1 5:0.0001363884342607747 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #IAlrDOityMc
0 qid:36 1:0.014184397163120567 2:0.014184397163120567 3:4.191606726690475e-08 4:1 5:2.955082742316785e-06 6:0 7:0 8:0 9:0.0 10:5.06201191835 11:0.013333333333333334 #IAlrDOityMc
0 qid:6849 1:0.014184397163120567 2:0.014184397163120567 3:2.05303186613411e-07 4:1 5:1.4473874656245474e-05 6:0 7:0 8:0 9:0.0 10:6.68469505753 11:0.07142857142857142 #IAlrDOityMc
0 qid:4803 1:0.014184397163120567 2:0.014184397163120567 3:2.540367713145742e-07 4:1 5:1.7909592377677483e-05 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #IAlrDOityMc
0 qid:4676 1:0.014184397163120567 2:0.014184397163120567 3:3.153559919767128e-07 4:1 5:2.2232597434358254e-05 6:0 7:0 8:0 9:0.0 10:6.90783860884 11:0.09090909090909091 #IAlrDOityMc
0 qid:4291 1:0.014184397163120567 2:0.014184397163120567 3:1.643767343800186e-07 4:1 5:1.1588559773791312e-05 6:0 7:0 8:0 9:0.0 10:6.44830627947 11:0.05555555555555555 #IAlrDOityMc
0 qid:39119 1:0.014184397163120567 2:0.014184397163120567 3:2.0119712288114277e-06 4:1 5:0.00014184397163120567 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #IAlrDOityMc
0 qid:1618 1:0.014184397163120567 2:0.014184397163120567 3:8.664820106853694e-08 4:1 5:6.108698175331854e-06 6:0 7:0 8:0 9:0.0 10:5.60855562471 11:0.023255813953488372 #IAlrDOityMc
0 qid:858 1:0.014184397163120567 2:0.014184397163120567 3:1.1177617937841267e-06 4:1 5:7.880220646178092e-05 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #IAlrDOityMc
0 qid:23906 1:0.014184397163120567 2:0.014184397163120567 3:8.982014414336731e-07 4:1 5:6.332320162107395e-05 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #IAlrDOityMc
0 qid:2406 1:0.014184397163120567 2:0.014184397163120567 3:2.2061088035213023e-07 4:1 5:1.555306706482518e-05 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #IAlrDOityMc
0 qid:9715 1:0.014184397163120567 2:0.014184397163120567 3:2.0914461837956634e-07 4:1 5:1.4744695595759428e-05 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #IAlrDOityMc
0 qid:37748 1:0.014184397163120567 2:0.014184397163120567 3:1.6225574425898612e-06 4:1 5:0.00011439029970258521 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #IAlrDOityMc
0 qid:4469 1:0.014184397163120567 2:0.014184397163120567 3:1.508224309453844e-07 4:1 5:1.0632981381649601e-05 6:0 7:0 8:0 9:0.0 10:5.99154787697 11:0.034482758620689655 #IAlrDOityMc
0 qid:62585 1:0.014184397163120567 2:0.014184397163120567 3:9.314681614867722e-07 4:1 5:6.566850538481743e-05 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #IAlrDOityMc
0 qid:27133 1:0.014184397163120567 2:0.014184397163120567 3:5.239508408363093e-07 4:1 5:3.693853427895981e-05 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #IAlrDOityMc
0 qid:1470 1:0.35 2:0.35 3:0.000175 4:1 5:0.0005 6:0 7:0 8:0 9:0.0 10:5.46091962591 11:0.02 #kcuZSu9Lkfc
0 qid:850 1:0.1 2:0.1 3:8.771929824561403e-05 4:1 5:0.0008771929824561403 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #kcuZSu9Lkfc
0 qid:1500 1:0.12 2:0.12 3:0.00013333333333333334 4:1 5:0.0011111111111111111 6:0 7:0 8:0 9:0.0 10:6.44830627947 11:0.05555555555555555 #PRTISrtwtyM
0 qid:2600 1:0.08 2:0.08 3:3.3333333333333335e-05 4:1 5:0.00041666666666666664 6:0 7:0 8:0 9:0.0 10:5.89623769716 11:0.03125 #PRTISrtwtyM
0 qid:72 1:0.8777777777777778 2:0.8777777777777778 3:5.358838692172026e-05 4:1 5:6.105006105006106e-05 6:0 7:0 8:0 9:0.0 10:4.87095668158 11:0.01098901098901099 #N24diFPeDtk
0 qid:77 1:0.8777777777777778 2:0.8777777777777778 3:4.063786008230453e-05 4:1 5:4.6296296296296294e-05 6:0 7:0 8:0 9:0.0 10:4.99829610396 11:0.0125 #N24diFPeDtk
1 qid:23225 1:0.5 2:0.5 3:0.015625 4:1 5:0.03125 6:1 7:1.3388401785714283 8:1 9:1.3388401785714283 10:8.29413296996 11:0.5 #N24diFPeDtk
0 qid:6048 1:0.13333333333333333 2:0.13333333333333333 3:1.2882447665056363e-05 4:1 5:9.66183574879227e-05 6:0 7:0 8:0 9:0.0 10:6.21469142828 11:0.043478260869565216 #N24diFPeDtk
0 qid:2430 1:0.13333333333333333 2:0.13333333333333333 3:7.71604938271605e-06 4:1 5:5.787037037037037e-05 6:0 7:0 8:0 9:0.0 10:5.89623769716 11:0.03125 #N24diFPeDtk
0 qid:10577 1:0.08888888888888889 2:0.08888888888888889 3:1.567705271408975e-05 4:1 5:0.00017636684303350968 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #N24diFPeDtk
0 qid:2618 1:0.06666666666666667 2:0.06666666666666667 3:7.71604938271605e-06 4:1 5:0.00011574074074074075 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #N24diFPeDtk
0 qid:452 1:0.044444444444444446 2:0.044444444444444446 3:1.3203934772562226e-06 4:1 5:2.9708853238265006e-05 6:0 7:0 8:0 9:0.0 10:5.83739719714 11:0.029411764705882353 #N24diFPeDtk
0 qid:10570 1:0.044444444444444446 2:0.044444444444444446 3:1.234567901234568e-05 4:1 5:0.0002777777777777778 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #N24diFPeDtk
0 qid:19549 1:0.044444444444444446 2:0.044444444444444446 3:1.3717421124828532e-05 4:1 5:0.00030864197530864197 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #N24diFPeDtk
1 qid:1156 1:0.03333333333333333 2:0.03333333333333333 3:1.0735373054213634e-06 4:1 5:3.22061191626409e-05 6:0 7:0 8:0 9:0.0 10:6.21469142828 11:0.043478260869565216 #N24diFPeDtk
0 qid:6456 1:0.03333333333333333 2:0.03333333333333333 3:4.409171075837742e-06 4:1 5:0.00013227513227513226 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #N24diFPeDtk
0 qid:8639 1:0.03333333333333333 2:0.03333333333333333 3:4.62962962962963e-06 4:1 5:0.0001388888888888889 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #N24diFPeDtk
0 qid:11333 1:0.03333333333333333 2:0.03333333333333333 3:7.122507122507124e-06 4:1 5:0.0002136752136752137 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #N24diFPeDtk
0 qid:1657 1:0.03333333333333333 2:0.03333333333333333 3:4.409171075837742e-06 4:1 5:0.00013227513227513228 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #N24diFPeDtk
0 qid:21264 1:0.022222222222222223 2:0.022222222222222223 3:4.572473708276177e-06 4:1 5:0.00020576131687242798 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #N24diFPeDtk
0 qid:21265 1:0.022222222222222223 2:0.022222222222222223 3:4.409171075837742e-06 4:1 5:0.0001984126984126984 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #N24diFPeDtk
0 qid:26013 1:0.022222222222222223 2:0.022222222222222223 3:6.858710562414266e-06 4:1 5:0.00030864197530864197 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #N24diFPeDtk
0 qid:11174 1:0.022222222222222223 2:0.022222222222222223 3:2.147074610842727e-06 4:1 5:9.66183574879227e-05 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #N24diFPeDtk
0 qid:372141 1:0.022222222222222223 2:0.022222222222222223 3:4.257130693912303e-06 4:1 5:0.00019157088122605365 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #N24diFPeDtk
0 qid:3767 1:0.022222222222222223 2:0.022222222222222223 3:2.3741690408357077e-06 4:1 5:0.00010683760683760685 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #N24diFPeDtk
0 qid:20408 1:0.022222222222222223 2:0.022222222222222223 3:3.7411148522259636e-06 4:1 5:0.00016835016835016836 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #N24diFPeDtk
0 qid:4676 1:0.022222222222222223 2:0.022222222222222223 3:8.978675645342312e-07 4:1 5:4.0404040404040405e-05 6:0 7:0 8:0 9:0.0 10:6.90783860884 11:0.09090909090909091 #N24diFPeDtk
0 qid:6981 1:0.022222222222222223 2:0.022222222222222223 3:3.6310820624546117e-06 4:1 5:0.00016339869281045753 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #N24diFPeDtk
0 qid:1478 1:0.022222222222222223 2:0.022222222222222223 3:1.6244314489928524e-06 4:1 5:7.309941520467836e-05 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #N24diFPeDtk
0 qid:42475 1:0.022222222222222223 2:0.022222222222222223 3:5.878894767783656e-06 4:1 5:0.00026455026455026457 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #N24diFPeDtk
0 qid:6001 1:0.022222222222222223 2:0.022222222222222223 3:2.05761316872428e-06 4:1 5:9.259259259259259e-05 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #N24diFPeDtk
0 qid:16628 1:0.022222222222222223 2:0.022222222222222223 3:6.17283950617284e-06 4:1 5:0.0002777777777777778 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #N24diFPeDtk
0 qid:408 1:0.3076923076923077 2:0.3076923076923077 3:0.0019723865877712033 4:1 5:0.00641025641025641 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #t4zXL90yMHI
1 qid:1992 1:0.10344827586206896 2:0.10344827586206896 3:0.00014863258026159333 4:1 5:0.0014367816091954023 6:1 7:1.3388401785714283 8:1 9:1.3388401785714283 10:6.82779590117 11:0.08333333333333333 #XJETRGUQeuI
0 qid:4813 1:0.10344827586206896 2:0.10344827586206896 3:0.0001698658060132495 4:1 5:0.0016420361247947454 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #XJETRGUQeuI
0 qid:9954 1:0.06896551724137931 2:0.06896551724137931 3:7.431629013079666e-05 4:1 5:0.0010775862068965517 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #XJETRGUQeuI
0 qid:2012 1:0.06896551724137931 2:0.06896551724137931 3:2.1619284401686305e-05 4:1 5:0.00031347962382445143 6:0 7:0 8:0 9:0.0 10:6.2572510427 11:0.045454545454545456 #XJETRGUQeuI
0 qid:5789 1:0.06896551724137931 2:0.06896551724137931 3:2.0860713019170996e-05 4:1 5:0.0003024803387779794 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #XJETRGUQeuI
0 qid:5598 1:1.0 2:1.0 3:0.017857142857142856 4:1 5:0.017857142857142856 6:0 7:0 8:0 9:0.0 10:6.68469505753 11:0.07142857142857142 #dH1EzXAVzYs
0 qid:3788 1:0.4 2:0.4 3:0.0010000000000000002 4:1 5:0.0025000000000000005 6:0 7:0 8:0 9:0.0 10:6.99484998583 11:0.1 #tDd2-yjTeTQ
0 qid:3933 1:0.2 2:0.2 3:0.0006666666666666668 4:1 5:0.003333333333333334 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #tDd2-yjTeTQ
0 qid:7297 1:0.15 2:0.15 3:0.00046875 4:1 5:0.003125 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #tDd2-yjTeTQ
0 qid:6252 1:0.1 2:0.1 3:0.0001666666666666667 4:1 5:0.0016666666666666668 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #tDd2-yjTeTQ
0 qid:4248 1:0.11764705882352941 2:0.11764705882352941 3:0.0001356944161747744 4:1 5:0.0011534025374855825 6:1 7:1.1561628282901595 8:1 9:1.1561628282901595 10:6.50237350074 11:0.058823529411764705 #23zutScUQlk
0 qid:10573 1:0.11764705882352941 2:0.11764705882352941 3:0.0017301038062283738 4:1 5:0.014705882352941176 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #23zutScUQlk
0 qid:5185 1:0.5769230769230769 2:0.5769230769230769 3:0.0006934171597633136 4:1 5:0.001201923076923077 6:0 7:0 8:0 9:0.0 10:6.55953191458 11:0.0625 #n5ZBbwDh_cc
0 qid:689 1:0.07692307692307693 2:0.07692307692307693 3:1.5906343449767768e-05 4:1 5:0.00020678246484698098 6:0 7:0 8:0 9:0.0 10:5.24961053224 11:0.016129032258064516 #n5ZBbwDh_cc
0 qid:5448 1:0.11764705882352941 2:0.11764705882352941 3:0.0003295435821387378 4:1 5:0.0028011204481792713 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #PhIewLHRTE4
0 qid:971 1:0.11764705882352941 2:0.11764705882352941 3:0.00015728216420257942 4:1 5:0.001336898395721925 6:0 7:0 8:0 9:0.0 10:6.2572510427 11:0.045454545454545456 #PhIewLHRTE4
0 qid:500 1:0.11764705882352941 2:0.11764705882352941 3:0.00019223375624759706 4:1 5:0.001633986928104575 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #PhIewLHRTE4
1 qid:3104 1:0.2 2:0.2 3:0.00015873015873015873 4:1 5:0.0007936507936507937 6:2 7:2.495003006861588 8:2 9:2.495003006861588 10:5.63154514294 11:0.023809523809523808 #E08a9GNYrdg
0 qid:323 1:0.2 2:0.2 3:0.00035714285714285714 4:1 5:0.0017857142857142857 6:0 7:0 8:0 9:0.0 10:6.02544942864 11:0.03571428571428571 #E08a9GNYrdg
0 qid:36216 1:0.2 2:0.2 3:0.0012500000000000002 4:1 5:0.00625 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #E08a9GNYrdg
0 qid:3156 1:0.2 2:0.2 3:0.0010000000000000002 4:1 5:0.005000000000000001 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #E08a9GNYrdg
0 qid:2597 1:0.11538461538461539 2:0.11538461538461539 3:8.534365043240783e-05 4:1 5:0.0007396449704142013 6:0 7:0 8:0 9:0.0 10:6.09690839263 11:0.038461538461538464 #5kZBFQJnbZ4
0 qid:1708 1:0.11538461538461539 2:0.11538461538461539 3:0.00014792899408284024 4:1 5:0.001282051282051282 6:0 7:0 8:0 9:0.0 10:6.99484998583 11:0.1 #5kZBFQJnbZ4
1 qid:6912 1:0.07692307692307693 2:0.07692307692307693 3:1.4088475626937168e-05 4:1 5:0.00018315018315018315 6:1 7:1.1561628282901595 8:1 9:1.1561628282901595 10:6.30170280527 11:0.047619047619047616 #5kZBFQJnbZ4
0 qid:802 1:0.07692307692307693 2:0.07692307692307693 3:1.1740396355780973e-05 4:1 5:0.00015262515262515263 6:0 7:0 8:0 9:0.0 10:6.02544942864 11:0.03571428571428571 #5kZBFQJnbZ4
0 qid:5446 1:0.07692307692307693 2:0.07692307692307693 3:2.4654832347140042e-05 4:1 5:0.0003205128205128205 6:0 7:0 8:0 9:0.0 10:6.34822282091 11:0.05 #5kZBFQJnbZ4
0 qid:4008 1:0.07692307692307693 2:0.07692307692307693 3:1.1740396355780973e-05 4:1 5:0.00015262515262515263 6:0 7:0 8:0 9:0.0 10:5.78182734599 11:0.027777777777777776 #5kZBFQJnbZ4
0 qid:1772 1:0.07692307692307693 2:0.07692307692307693 3:8.965393580778198e-06 4:1 5:0.00011655011655011655 6:0 7:0 8:0 9:0.0 10:5.95875805415 11:0.03333333333333333 #5kZBFQJnbZ4
0 qid:24750 1:0.07692307692307693 2:0.07692307692307693 3:0.00014792899408284027 4:1 5:0.0019230769230769232 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #5kZBFQJnbZ4
0 qid:1402 1:0.07692307692307693 2:0.07692307692307693 3:3.081854043392505e-05 4:1 5:0.00040064102564102563 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #5kZBFQJnbZ4
0 qid:7984 1:0.07692307692307693 2:0.07692307692307693 3:0.0002465483234714004 4:1 5:0.003205128205128205 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #5kZBFQJnbZ4
0 qid:4291 1:0.046511627906976744 2:0.046511627906976744 3:3.755783907217114e-06 4:1 5:8.074935400516795e-05 6:0 7:0 8:0 9:0.0 10:6.44830627947 11:0.05555555555555555 #5kZBFQJnbZ4
0 qid:4292 1:0.046511627906976744 2:0.046511627906976744 3:4.894415227504656e-06 4:1 5:0.0001052299273913501 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #5kZBFQJnbZ4
0 qid:871 1:0.046511627906976744 2:0.046511627906976744 3:5.901068004792847e-07 4:1 5:1.2687296210304622e-05 6:0 7:0 8:0 9:0.0 10:4.43691820103 11:0.0070921985815602835 #5kZBFQJnbZ4
0 qid:400 1:0.046511627906976744 2:0.046511627906976744 3:9.013881377321074e-06 4:1 5:0.0001937984496124031 6:0 7:0 8:0 9:0.0 10:6.99484998583 11:0.1 #5kZBFQJnbZ4
0 qid:5306 1:0.046511627906976744 2:0.046511627906976744 3:4.82886502356486e-06 4:1 5:0.00010382059800664451 6:0 7:0 8:0 9:0.0 10:6.55953191458 11:0.0625 #5kZBFQJnbZ4
0 qid:1535 1:0.046511627906976744 2:0.046511627906976744 3:2.884442040742744e-06 4:1 5:6.201550387596899e-05 6:0 7:0 8:0 9:0.0 10:6.13464872061 11:0.04 #5kZBFQJnbZ4
0 qid:4320 1:0.4 2:0.4 3:0.002857142857142857 4:1 5:0.007142857142857143 6:0 7:0 8:0 9:0.0 10:6.68469505753 11:0.07142857142857142 #dsWKYxqd7ok
0 qid:318 1:0.4 2:0.4 3:0.0008080808080808082 4:1 5:0.00202020202020202 6:0 7:0 8:0 9:0.0 10:5.86638473402 11:0.030303030303030304 #dsWKYxqd7ok
0 qid:4319 1:0.4 2:0.4 3:0.0009523809523809525 4:1 5:0.002380952380952381 6:0 7:0 8:0 9:0.0 10:6.30170280527 11:0.047619047619047616 #dsWKYxqd7ok
0 qid:13072 1:0.75 2:0.75 3:0.03125 4:1 5:0.041666666666666664 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #SHEyAhLihOY
0 qid:79 1:0.75 2:0.75 3:0.0037500000000000007 4:1 5:0.005000000000000001 6:0 7:0 8:0 9:0.0 10:6.99484998583 11:0.1 #SHEyAhLihOY
0 qid:1358 1:0.75 2:0.75 3:0.005208333333333333 4:1 5:0.006944444444444444 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #SHEyAhLihOY
0 qid:2047 1:0.75 2:0.75 3:0.006944444444444444 4:1 5:0.009259259259259259 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #SHEyAhLihOY
1 qid:8628 1:0.6666666666666666 2:0.6666666666666666 3:0.007407407407407406 4:1 5:0.01111111111111111 6:0 7:0 8:0 9:0.0 10:6.62015653639 11:0.06666666666666667 #TUV5bqxEo_c
1 qid:27603 1:0.4 2:0.4 3:0.013333333333333336 4:1 5:0.03333333333333333 6:1 7:1.3388401785714283 8:1 9:1.3388401785714283 10:8.29413296996 11:0.5 #TUV5bqxEo_c
0 qid:12741 1:0.125 2:0.125 3:0.00015024038461538462 4:1 5:0.001201923076923077 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #ZZwsm3dN-_I
0 qid:6042 1:0.09375 2:0.09375 3:4.0690104166666664e-05 4:1 5:0.00043402777777777775 6:0 7:0 8:0 9:0.0 10:6.17386943376 11:0.041666666666666664 #ZZwsm3dN-_I
0 qid:5408 1:0.0625 2:0.0625 3:4.650297619047619e-05 4:1 5:0.000744047619047619 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #ZZwsm3dN-_I
0 qid:11105 1:0.0625 2:0.0625 3:0.00013950892857142856 4:1 5:0.002232142857142857 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #ZZwsm3dN-_I
0 qid:36 1:0.0625 2:0.0625 3:6.510416666666667e-06 4:1 5:0.00010416666666666667 6:0 7:0 8:0 9:0.0 10:5.06201191835 11:0.013333333333333334 #ZZwsm3dN-_I
0 qid:10197 1:0.0625 2:0.0625 3:3.906250000000001e-05 4:1 5:0.0006250000000000001 6:0 7:0 8:0 9:0.0 10:6.99484998583 11:0.1 #ZZwsm3dN-_I
0 qid:5407 1:0.0625 2:0.0625 3:6.103515625e-05 4:1 5:0.0009765625 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #ZZwsm3dN-_I
1 qid:4452 1:0.9354838709677419 2:0.9354838709677419 3:0.0003868833213266095 4:1 5:0.00041356492969396195 6:1 7:1.1561628282901595 8:1 9:1.1561628282901595 10:5.70386580452 11:0.02564102564102564 #2tpcrYRFKzo
0 qid:675 1:0.06451612903225806 2:0.06451612903225806 3:0.00011562030292519364 4:1 5:0.0017921146953405016 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #2tpcrYRFKzo
0 qid:9654 1:0.06451612903225806 2:0.06451612903225806 3:4.729921483303377e-05 4:1 5:0.0007331378299120235 6:0 7:0 8:0 9:0.0 10:6.90783860884 11:0.09090909090909091 #2tpcrYRFKzo
