0 qid:28215 1:0.2857142857142857 2:0.2857142857142857 3:0.01020408163265306 4:1 5:0.03571428571428571 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #abdticS1XXg
0 qid:7266 1:0.03225806451612903 2:0.03225806451612903 3:1.1562030292519365e-06 4:1 5:3.5842293906810036e-05 6:0 7:0 8:0 9:0.0 10:5.95875805415 11:0.03333333333333333 #TvkXDEefdwA
0 qid:495 1:0.03225806451612903 2:0.03225806451612903 3:1.8581834398691837e-06 4:1 5:5.76036866359447e-05 6:0 7:0 8:0 9:0.0 10:6.02544942864 11:0.03571428571428571 #TvkXDEefdwA
0 qid:99063 1:0.03225806451612903 2:0.03225806451612903 3:1.9270050487532273e-05 4:1 5:0.0005973715651135006 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #TvkXDEefdwA
0 qid:2301 1:0.03225806451612903 2:0.03225806451612903 3:2.040358286915182e-06 4:1 5:6.325110689437066e-05 6:0 7:0 8:0 9:0.0 10:6.62015653639 11:0.06666666666666667 #TvkXDEefdwA
0 qid:10111 1:0.03225806451612903 2:0.03225806451612903 3:6.193944799563945e-06 4:1 5:0.0001920122887864823 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #TvkXDEefdwA
0 qid:4162 1:0.1 2:0.1 3:5.0000000000000016e-05 4:1 5:0.0005000000000000001 6:0 7:0 8:0 9:0.0 10:6.34822282091 11:0.05 #1rbxe4mnacE
0 qid:359 1:0.1 2:0.1 3:2.6595744680851067e-05 4:1 5:0.00026595744680851064 6:0 7:0 8:0 9:0.0 10:5.52154424772 11:0.02127659574468085 #1rbxe4mnacE
0 qid:747 1:0.1 2:0.1 3:0.0001282051282051282 4:1 5:0.001282051282051282 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #1rbxe4mnacE
0 qid:9628 1:0.1 2:0.1 3:0.0012500000000000002 4:1 5:0.0125 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #1rbxe4mnacE
0 qid:5580 1:0.07407407407407407 2:0.07407407407407407 3:0.00011431184270690442 4:1 5:0.0015432098765432098 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #1rbxe4mnacE
0 qid:3027 1:0.07407407407407407 2:0.07407407407407407 3:9.559178484201066e-06 4:1 5:0.0001290489095367144 6:0 7:0 8:0 9:0.0 10:5.65507564035 11:0.024390243902439025 #1rbxe4mnacE
0 qid:404 1:0.07407407407407407 2:0.07407407407407407 3:1.6330263243843486e-05 4:1 5:0.0002204585537918871 6:0 7:0 8:0 9:0.0 10:6.02544942864 11:0.03571428571428571 #1rbxe4mnacE
0 qid:5139 1:0.9166666666666666 2:0.9166666666666666 3:0.001469017094017094 4:1 5:0.0016025641025641025 6:0 7:0 8:0 9:0.0 10:6.09690839263 11:0.038461538461538464 #sLHvhD-Dcis
0 qid:913 1:0.16666666666666666 2:0.16666666666666666 3:0.00013354700854700853 4:1 5:0.0008012820512820513 6:0 7:0 8:0 9:0.0 10:6.09690839263 11:0.038461538461538464 #sLHvhD-Dcis
0 qid:7730 1:0.16666666666666666 2:0.16666666666666666 3:0.00034722222222222224 4:1 5:0.0020833333333333333 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #sLHvhD-Dcis
0 qid:3166 1:0.16666666666666666 2:0.16666666666666666 3:0.0011574074074074073 4:1 5:0.006944444444444444 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #sLHvhD-Dcis
1 qid:5185 1:0.5769230769230769 2:0.5769230769230769 3:0.0006934171597633136 4:1 5:0.001201923076923077 6:2 7:2.495003006861588 8:2 9:2.495003006861588 10:6.55953191458 11:0.0625 #dUav5klckzY
0 qid:689 1:0.07692307692307693 2:0.07692307692307693 3:1.5906343449767768e-05 4:1 5:0.00020678246484698098 6:0 7:0 8:0 9:0.0 10:5.24961053224 11:0.016129032258064516 #dUav5klckzY
0 qid:448 1:0.20588235294117646 2:0.20588235294117646 3:0.0004325259515570934 4:1 5:0.0021008403361344537 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #LqoCJaCyN2M
0 qid:72 1:0.11764705882352941 2:0.11764705882352941 3:1.2674753159182227e-05 4:1 5:0.00010773540185304892 6:0 7:0 8:0 9:0.0 10:4.87095668158 11:0.01098901098901099 #LqoCJaCyN2M
0 qid:74 1:0.11764705882352941 2:0.11764705882352941 3:9.611687812379855e-06 4:1 5:8.169934640522877e-05 6:0 7:0 8:0 9:0.0 10:4.88188575211 11:0.011111111111111112 #LqoCJaCyN2M
0 qid:77 1:0.11764705882352941 2:0.11764705882352941 3:8.65051903114187e-06 4:1 5:7.352941176470589e-05 6:0 7:0 8:0 9:0.0 10:4.99829610396 11:0.0125 #LqoCJaCyN2M
0 qid:1509 1:0.10526315789473684 2:0.10526315789473684 3:9.928613270584496e-06 4:1 5:9.432182607055272e-05 6:0 7:0 8:0 9:0.0 10:4.84945047636 11:0.010752688172043012 #LqoCJaCyN2M
0 qid:1736 1:0.10526315789473684 2:0.10526315789473684 3:0.0002638174383326737 4:1 5:0.002506265664160401 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #LqoCJaCyN2M
0 qid:5512 1:0.10526315789473684 2:0.10526315789473684 3:8.793914611089125e-05 4:1 5:0.000835421888053467 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #LqoCJaCyN2M
0 qid:18091 1:0.10526315789473684 2:0.10526315789473684 3:0.0003462603878116343 4:1 5:0.003289473684210526 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #LqoCJaCyN2M
0 qid:17330 1:0.08823529411764706 2:0.08823529411764706 3:3.243944636678201e-05 4:1 5:0.0003676470588235294 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #LqoCJaCyN2M
0 qid:76119 1:0.08823529411764706 2:0.08823529411764706 3:7.864108210128972e-05 4:1 5:0.0008912655971479501 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #LqoCJaCyN2M
0 qid:1828 1:0.058823529411764705 2:0.058823529411764705 3:8.872327211427559e-06 4:1 5:0.00015082956259426848 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #LqoCJaCyN2M
0 qid:2950 1:0.058823529411764705 2:0.058823529411764705 3:2.6213694033763233e-06 4:1 5:4.45632798573975e-05 6:0 7:0 8:0 9:0.0 10:5.3673935679 11:0.01818181818181818 #LqoCJaCyN2M
0 qid:1990 1:0.058823529411764705 2:0.058823529411764705 3:1.8021914648212227e-05 4:1 5:0.00030637254901960784 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #LqoCJaCyN2M
0 qid:1517 1:0.058823529411764705 2:0.058823529411764705 3:2.6864965935223193e-06 4:1 5:4.567044208987942e-05 6:0 7:0 8:0 9:0.0 10:5.54259765692 11:0.021739130434782608 #LqoCJaCyN2M
0 qid:1522 1:0.058823529411764705 2:0.058823529411764705 3:4.29306155391656e-06 4:1 5:7.298204641658152e-05 6:0 7:0 8:0 9:0.0 10:5.92700935583 11:0.03225806451612903 #LqoCJaCyN2M
0 qid:37856 1:0.5 2:0.5 3:0.03125 4:1 5:0.0625 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #fZ3o5DBVaHI
0 qid:5010 1:0.5 2:0.5 3:0.020833333333333332 4:1 5:0.041666666666666664 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #fZ3o5DBVaHI
1 qid:318 1:0.5714285714285714 2:0.5714285714285714 3:0.00041228612657184083 4:1 5:0.0007215007215007215 6:0 7:0 8:0 9:0.0 10:5.86638473402 11:0.030303030303030304 #Dbg6MrAv5DE
0 qid:4320 1:0.14285714285714285 2:0.14285714285714285 3:0.0001214771622934888 4:1 5:0.0008503401360544216 6:0 7:0 8:0 9:0.0 10:6.68469505753 11:0.07142857142857142 #Dbg6MrAv5DE
0 qid:4323 1:0.14285714285714285 2:0.14285714285714285 3:0.0003239390994493035 4:1 5:0.0022675736961451243 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #Dbg6MrAv5DE
0 qid:4322 1:0.09523809523809523 2:0.09523809523809523 3:0.0003239390994493035 4:1 5:0.0034013605442176865 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #Dbg6MrAv5DE
0 qid:5062 1:0.09523809523809523 2:0.09523809523809523 3:0.00018140589569161 4:1 5:0.001904761904761905 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #Dbg6MrAv5DE
0 qid:1139 1:0.09523809523809523 2:0.09523809523809523 3:1.1281461174851365e-05 4:1 5:0.00011845534233593934 6:0 7:0 8:0 9:0.0 10:5.17323755346 11:0.014925373134328358 #Dbg6MrAv5DE
0 qid:3292 1:0.11764705882352941 2:0.11764705882352941 3:0.00012815583749839802 4:1 5:0.0010893246187363833 6:0 7:0 8:0 9:0.0 10:6.44830627947 11:0.05555555555555555 #mq2pO8F3OoA
0 qid:16749 1:0.11764705882352941 2:0.11764705882352941 3:0.0011534025374855825 4:1 5:0.00980392156862745 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #mq2pO8F3OoA
0 qid:4541 1:0.11764705882352941 2:0.11764705882352941 3:0.0002035416242621616 4:1 5:0.0017301038062283738 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #Ce2SM0L_-a8
1 qid:1334 1:0.21052631578947367 2:0.21052631578947367 3:0.00011542012927054477 4:1 5:0.0005482456140350877 6:0 7:0 8:0 9:0.0 10:5.50092496052 11:0.020833333333333332 #L1L8Sy6cU8c
1 qid:1258 1:0.10526315789473684 2:0.10526315789473684 3:3.147821707378494e-05 4:1 5:0.0002990430622009569 6:2 7:2.495003006861588 8:2 9:2.495003006861588 10:5.58608276886 11:0.022727272727272728 #L1L8Sy6cU8c
0 qid:1044 1:0.10526315789473684 2:0.10526315789473684 3:0.00015389350569405968 4:1 5:0.0014619883040935672 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #L1L8Sy6cU8c
0 qid:52841 1:0.2222222222222222 2:0.2222222222222222 3:0.004115226337448559 4:1 5:0.018518518518518517 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #aQJ5N4YhN7U
0 qid:4452 1:0.2222222222222222 2:0.2222222222222222 3:0.0003165558721114276 4:1 5:0.0014245014245014244 6:0 7:0 8:0 9:0.0 10:5.70386580452 11:0.02564102564102564 #aQJ5N4YhN7U
0 qid:8235 1:0.13043478260869565 2:0.13043478260869565 3:0.0009451795841209829 4:1 5:0.007246376811594202 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #B8KBEeUDAg0
0 qid:8230 1:0.08695652173913043 2:0.08695652173913043 3:0.00031505986137366095 4:1 5:0.003623188405797101 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #B8KBEeUDAg0
0 qid:8243 1:0.08695652173913043 2:0.08695652173913043 3:0.00013502565487442613 4:1 5:0.0015527950310559005 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #B8KBEeUDAg0
0 qid:21975 1:0.08695652173913043 2:0.08695652173913043 3:0.00010802052389954091 4:1 5:0.0012422360248447205 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #B8KBEeUDAg0
0 qid:4664 1:0.08695652173913043 2:0.08695652173913043 3:0.00018003420649923484 4:1 5:0.0020703933747412005 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #B8KBEeUDAg0
0 qid:59548 1:0.08695652173913043 2:0.08695652173913043 3:0.00037807183364839316 4:1 5:0.004347826086956522 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #B8KBEeUDAg0
0 qid:5164 1:0.1016949152542373 2:0.1016949152542373 3:0.00012311733081626791 4:1 5:0.0012106537530266342 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #Y6oZygIKggg
0 qid:12335 1:0.06779661016949153 2:0.06779661016949153 3:2.9463976605602572e-05 4:1 5:0.00043459365493263795 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #Y6oZygIKggg
0 qid:1156 1:0.05084745762711865 2:0.05084745762711865 3:7.494098397511959e-06 4:1 5:0.00014738393515106854 6:0 7:0 8:0 9:0.0 10:6.21469142828 11:0.043478260869565216 #Y6oZygIKggg
0 qid:871 1:0.05084745762711865 2:0.05084745762711865 3:1.0187013188107274e-06 4:1 5:2.0034459269944302e-05 6:0 7:0 8:0 9:0.0 10:4.43691820103 11:0.0070921985815602835 #Y6oZygIKggg
0 qid:5523 1:0.05084745762711865 2:0.05084745762711865 3:1.1339754154129939e-05 4:1 5:0.0002230151650312221 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #Y6oZygIKggg
0 qid:8225 1:0.03389830508474576 2:0.03389830508474576 3:3.4486647287469996e-07 4:1 5:1.0173560949803649e-05 6:0 7:0 8:0 9:0.0 10:4.60525351585 11:0.008403361344537815 #Y6oZygIKggg
1 qid:1273 1:0.03389830508474576 2:0.03389830508474576 3:2.6115797445875013e-05 4:1 5:0.0007704160246533128 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #Y6oZygIKggg
0 qid:5446 1:0.03389830508474576 2:0.03389830508474576 3:2.2097982454201934e-06 4:1 5:6.518904823989571e-05 6:0 7:0 8:0 9:0.0 10:6.34822282091 11:0.05 #Y6oZygIKggg
0 qid:4458 1:0.03389830508474576 2:0.03389830508474576 3:5.223159489175002e-06 4:1 5:0.00015408320493066256 6:0 7:0 8:0 9:0.0 10:6.90783860884 11:0.09090909090909091 #Y6oZygIKggg
0 qid:33101 1:0.03389830508474576 2:0.03389830508474576 3:2.393948099205209e-05 4:1 5:0.0007062146892655367 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #Y6oZygIKggg
0 qid:2445 1:0.03389830508474576 2:0.03389830508474576 3:9.575792396820837e-06 4:1 5:0.0002824858757062147 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #Y6oZygIKggg
0 qid:26573 1:0.03389830508474576 2:0.03389830508474576 3:4.4886526860097676e-06 4:1 5:0.00013241525423728814 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #Y6oZygIKggg
0 qid:176 1:0.03389830508474576 2:0.03389830508474576 3:1.6093768734152664e-06 4:1 5:4.747661776575036e-05 6:0 7:0 8:0 9:0.0 10:6.30170280527 11:0.047619047619047616 #Y6oZygIKggg
0 qid:1624 1:0.03389830508474576 2:0.03389830508474576 3:5.716890983176618e-07 4:1 5:1.6864828400371025e-05 6:0 7:0 8:0 9:0.0 10:5.17323755346 11:0.014925373134328358 #Y6oZygIKggg
0 qid:3193 1:0.03389830508474576 2:0.03389830508474576 3:1.3299711662251161e-06 4:1 5:3.9234149403640925e-05 6:0 7:0 8:0 9:0.0 10:5.50092496052 11:0.020833333333333332 #Y6oZygIKggg
0 qid:1438 1:0.03389830508474576 2:0.03389830508474576 3:2.4872188043690486e-06 4:1 5:7.337295472888693e-05 6:0 7:0 8:0 9:0.0 10:5.86638473402 11:0.030303030303030304 #Y6oZygIKggg
0 qid:124778 1:0.08695652173913043 2:0.08695652173913043 3:0.0006301197227473219 4:1 5:0.007246376811594202 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #ROEZhDFXpRc
0 qid:9021 1:0.08695652173913043 2:0.08695652173913043 3:0.00031505986137366095 4:1 5:0.003623188405797101 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #ROEZhDFXpRc
1 qid:10861 1:0.08695652173913043 2:0.08695652173913043 3:0.00031505986137366095 4:1 5:0.003623188405797101 6:1 7:1.3388401785714283 8:1 9:1.3388401785714283 10:7.44683510958 11:0.16666666666666666 #ROEZhDFXpRc
0 qid:1509 1:0.1875 2:0.1875 3:3.150201612903226e-05 4:1 5:0.00016801075268817206 6:0 7:0 8:0 9:0.0 10:4.84945047636 11:0.010752688172043012 #MF_tqVLvFdg
0 qid:1868 1:0.1875 2:0.1875 3:6.300403225806451e-05 4:1 5:0.00033602150537634406 6:0 7:0 8:0 9:0.0 10:5.92700935583 11:0.03225806451612903 #MF_tqVLvFdg
0 qid:1870 1:0.125 2:0.125 3:6.009615384615385e-05 4:1 5:0.0004807692307692308 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #MF_tqVLvFdg
0 qid:3057 1:0.125 2:0.125 3:4.650297619047619e-05 4:1 5:0.0003720238095238095 6:0 7:0 8:0 9:0.0 10:6.30170280527 11:0.047619047619047616 #MF_tqVLvFdg
0 qid:453 1:0.09375 2:0.09375 3:1.1909298780487805e-05 4:1 5:0.00012703252032520324 6:0 7:0 8:0 9:0.0 10:5.65507564035 11:0.024390243902439025 #MF_tqVLvFdg
0 qid:467 1:0.09375 2:0.09375 3:6.246668443496801e-06 4:1 5:6.663113006396588e-05 6:0 7:0 8:0 9:0.0 10:5.17323755346 11:0.014925373134328358 #MF_tqVLvFdg
0 qid:5 1:0.0625 2:0.0625 3:6.122648902821316e-06 4:1 5:9.796238244514106e-05 6:0 7:0 8:0 9:0.0 10:5.99154787697 11:0.034482758620689655 #MF_tqVLvFdg
0 qid:1991 1:0.0625 2:0.0625 3:6.781684027777777e-06 4:1 5:0.00010850694444444444 6:0 7:0 8:0 9:0.0 10:5.78182734599 11:0.027777777777777776 #MF_tqVLvFdg
0 qid:3306 1:0.0625 2:0.0625 3:8.138020833333333e-06 4:1 5:0.00013020833333333333 6:0 7:0 8:0 9:0.0 10:6.17386943376 11:0.041666666666666664 #MF_tqVLvFdg
0 qid:855 1:0.0625 2:0.0625 3:1.4467592592592591e-05 4:1 5:0.00023148148148148146 6:0 7:0 8:0 9:0.0 10:6.62015653639 11:0.06666666666666667 #MF_tqVLvFdg
0 qid:8797 1:0.5 2:0.5 3:0.020833333333333332 4:1 5:0.041666666666666664 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #5nzoTYLDH4o
0 qid:5327 1:0.5 2:0.5 3:0.0005787037037037037 4:1 5:0.0011574074074074073 6:0 7:0 8:0 9:0.0 10:5.10228581748 11:0.013888888888888888 #5nzoTYLDH4o
1 qid:15874 1:0.20833333333333334 2:0.20833333333333334 3:0.0007233796296296296 4:1 5:0.003472222222222222 6:1 7:1.1561628282901595 8:1 9:1.1561628282901595 10:7.44683510958 11:0.16666666666666666 #jGjYGFC_Q-I
0 qid:417 1:0.08333333333333333 2:0.08333333333333333 3:3.8580246913580246e-05 4:1 5:0.000462962962962963 6:0 7:0 8:0 9:0.0 10:6.44830627947 11:0.05555555555555555 #jGjYGFC_Q-I
0 qid:3593 1:0.08333333333333333 2:0.08333333333333333 3:0.0001240079365079365 4:1 5:0.001488095238095238 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #jGjYGFC_Q-I
0 qid:37460 1:0.08333333333333333 2:0.08333333333333333 3:0.000248015873015873 4:1 5:0.002976190476190476 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #jGjYGFC_Q-I
0 qid:5080 1:0.08333333333333333 2:0.08333333333333333 3:6.430041152263374e-05 4:1 5:0.0007716049382716049 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #jGjYGFC_Q-I
0 qid:2108 1:0.08333333333333333 2:0.08333333333333333 3:4.1335978835978834e-05 4:1 5:0.000496031746031746 6:0 7:0 8:0 9:0.0 10:6.02544942864 11:0.03571428571428571 #jGjYGFC_Q-I
1 qid:6912 1:1.2857142857142856 2:2.2857142857142856 3:0.0015271414688324306 4:2 5:0.0023323615160349854 6:0 7:0 8:0 9:0.0 10:6.30170280527 11:0.047619047619047616 #tiQgqgcpR1I
1 qid:12237 1:1.2857142857142856 2:2.2857142857142856 3:0.0034013605442176865 4:2 5:0.005208333333333333 6:1 7:1.3388401785714283 8:1 9:1.3388401785714283 10:7.1955206813 11:0.125 #tiQgqgcpR1I
1 qid:12238 1:1.1428571428571428 2:2.142857142857143 3:0.0021541950113378684 4:2 5:0.0037698412698412695 6:1 7:1.1561628282901595 8:1 9:1.1561628282901595 10:7.1955206813 11:0.125 #tiQgqgcpR1I
1 qid:411 1:0.8846153846153846 2:0.8846153846153846 3:0.000680473372781065 4:1 5:0.0007692307692307693 6:2 7:2.495003006861588 8:2 9:2.495003006861588 10:6.13464872061 11:0.04 #FmM364WSGC0
0 qid:1976 1:0.19230769230769232 2:0.19230769230769232 3:0.00035221189067342917 4:1 5:0.0018315018315018315 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #FmM364WSGC0
0 qid:1280 1:0.07692307692307693 2:0.07692307692307693 3:3.251186683139346e-05 4:1 5:0.000422654268808115 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #FmM364WSGC0
0 qid:2950 1:0.07692307692307693 2:0.07692307692307693 3:1.0758472296933836e-05 4:1 5:0.00013986013986013986 6:0 7:0 8:0 9:0.0 10:5.3673935679 11:0.01818181818181818 #FmM364WSGC0
0 qid:9783 1:0.07692307692307693 2:0.07692307692307693 3:0.00014792899408284027 4:1 5:0.0019230769230769232 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #FmM364WSGC0
0 qid:410 1:0.07692307692307693 2:0.07692307692307693 3:0.0002465483234714004 4:1 5:0.003205128205128205 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #FmM364WSGC0
0 qid:6180 1:0.03896103896103896 2:0.03896103896103896 3:1.4055208860403666e-05 4:1 5:0.00036075036075036075 6:0 7:0 8:0 9:0.0 10:6.44830627947 11:0.05555555555555555 #kKt-4LnzeBg
0 qid:295 1:0.03896103896103896 2:0.03896103896103896 3:4.818928752138399e-06 4:1 5:0.00012368583797155226 6:0 7:0 8:0 9:0.0 10:5.80922632018 11:0.02857142857142857 #kKt-4LnzeBg
0 qid:7690 1:0.03896103896103896 2:0.03896103896103896 3:1.68662506324844e-05 4:1 5:0.0004329004329004329 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #kKt-4LnzeBg
0 qid:4469 1:0.03896103896103896 2:0.03896103896103896 3:2.9079742469800687e-06 4:1 5:7.463800567248844e-05 6:0 7:0 8:0 9:0.0 10:5.99154787697 11:0.034482758620689655 #kKt-4LnzeBg
0 qid:4893 1:0.03896103896103896 2:0.03896103896103896 3:4.2165626581210996e-05 4:1 5:0.0010822510822510823 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #kKt-4LnzeBg
0 qid:2913 1:0.025974025974025976 2:0.025974025974025976 3:1.7298718597419899e-06 4:1 5:6.66000666000666e-05 6:0 7:0 8:0 9:0.0 10:6.62015653639 11:0.06666666666666667 #kKt-4LnzeBg
0 qid:3747 1:0.025974025974025976 2:0.025974025974025976 3:8.031547920230666e-06 4:1 5:0.0003092145949288806 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #kKt-4LnzeBg
0 qid:128868 1:0.025974025974025976 2:0.025974025974025976 3:1.874027848053822e-05 4:1 5:0.0007215007215007215 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #kKt-4LnzeBg
0 qid:29541 1:0.025974025974025976 2:0.025974025974025976 3:3.12337974675637e-06 4:1 5:0.00012025012025012024 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #kKt-4LnzeBg
0 qid:16493 1:0.025974025974025976 2:0.025974025974025976 3:5.110985040146788e-06 4:1 5:0.00019677292404565134 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #kKt-4LnzeBg
0 qid:766 1:0.025974025974025976 2:0.025974025974025976 3:3.6507036001048485e-07 4:1 5:1.4055208860403666e-05 6:0 7:0 8:0 9:0.0 10:5.18805263924 11:0.015151515151515152 #kKt-4LnzeBg
0 qid:1139 1:0.025974025974025976 2:0.025974025974025976 3:5.034701681338628e-07 4:1 5:1.9383601473153714e-05 6:0 7:0 8:0 9:0.0 10:5.17323755346 11:0.014925373134328358 #kKt-4LnzeBg
0 qid:1694 1:0.025974025974025976 2:0.025974025974025976 3:1.8332881122265654e-06 4:1 5:7.058159232072276e-05 6:0 7:0 8:0 9:0.0 10:6.21469142828 11:0.043478260869565216 #kKt-4LnzeBg
0 qid:4008 1:0.16666666666666666 2:0.16666666666666666 3:0.00012860082304526747 4:1 5:0.0007716049382716049 6:0 7:0 8:0 9:0.0 10:5.78182734599 11:0.027777777777777776 #gWGsvXBdUeo
0 qid:8225 1:0.16666666666666666 2:0.16666666666666666 3:5.8356676003734816e-05 4:1 5:0.0003501400560224089 6:0 7:0 8:0 9:0.0 10:4.60525351585 11:0.008403361344537815 #gWGsvXBdUeo
0 qid:11 1:0.06976744186046512 2:0.06976744186046512 3:3.863092018851888e-05 4:1 5:0.0005537098560354374 6:0 7:0 8:0 9:0.0 10:6.30170280527 11:0.047619047619047616 #W7yCQMLKnOM
0 qid:19068 1:0.06976744186046512 2:0.06976744186046512 3:7.726184037703778e-05 4:1 5:0.0011074197120708746 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #W7yCQMLKnOM
0 qid:29541 1:0.046511627906976744 2:0.046511627906976744 3:2.403701700618953e-05 4:1 5:0.0005167958656330749 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #W7yCQMLKnOM
0 qid:1163 1:0.046511627906976744 2:0.046511627906976744 3:8.584648930781973e-06 4:1 5:0.00018456995201181244 6:0 7:0 8:0 9:0.0 10:6.44830627947 11:0.05555555555555555 #W7yCQMLKnOM
0 qid:3921 1:0.046511627906976744 2:0.046511627906976744 3:3.004627125773691e-05 4:1 5:0.0006459948320413436 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #W7yCQMLKnOM
0 qid:978 1:0.046511627906976744 2:0.046511627906976744 3:4.74414809332688e-06 4:1 5:0.00010199918400652793 6:0 7:0 8:0 9:0.0 10:5.7291836125 11:0.02631578947368421 #W7yCQMLKnOM
0 qid:1517 1:0.6129032258064516 2:0.6129032258064516 3:0.0002149029543500882 4:1 5:0.0003506311360448808 6:0 7:0 8:0 9:0.0 10:5.54259765692 11:0.021739130434782608 #cuou0KF7SKs
0 qid:448 1:0.06451612903225806 2:0.06451612903225806 3:4.2472764339867056e-05 4:1 5:0.0006583278472679394 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #cuou0KF7SKs
0 qid:452 1:0.06451612903225806 2:0.06451612903225806 3:7.651343575931933e-06 4:1 5:0.00011859582542694496 6:0 7:0 8:0 9:0.0 10:5.83739719714 11:0.029411764705882353 #cuou0KF7SKs
0 qid:36 1:0.06451612903225806 2:0.06451612903225806 3:2.774887270204648e-06 4:1 5:4.301075268817205e-05 6:0 7:0 8:0 9:0.0 10:5.06201191835 11:0.013333333333333334 #cuou0KF7SKs
0 qid:2950 1:0.06451612903225806 2:0.06451612903225806 3:7.567874373285404e-06 4:1 5:0.00011730205278592375 6:0 7:0 8:0 9:0.0 10:5.3673935679 11:0.01818181818181818 #cuou0KF7SKs
0 qid:7081 1:0.06451612903225806 2:0.06451612903225806 3:6.306561977737835e-05 4:1 5:0.0009775171065493646 6:0 7:0 8:0 9:0.0 10:6.90783860884 11:0.09090909090909091 #cuou0KF7SKs
0 qid:7083 1:0.06451612903225806 2:0.06451612903225806 3:0.00013007284079084286 4:1 5:0.0020161290322580645 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #cuou0KF7SKs
